id,_chapter<jpn>,chapter<eng>,_storyTitle<jpn>,storyTitle<eng>,_storyOutline<jpn>,storyOutline<eng>,_storyTarget<jpn>,storyTarget<eng>
minamo2-4,キャラクターエピソード ミナモ : 2 - 4,Character Episode ミナモ : 2 - 4,村で生きる少女,The Girl Living in a Village,あの息苦しさの中で、また別の立場に立ってみてわかったこともある。それはきっと彼女にとっていい変化だっただろう。<br>でも、納得したくない、受け入れたくないと思うこともある。あるいは、自分が今、子供たちにあの息苦しさを感じさせているのかもしれないと思うと、何より悲しい。<br><br>そういういろんな思いの落としどころが見つかればいい、と彼女は言った。<br>きっと誰だって、そういう迷いの中で、他人と一緒に生きているのだと思う。,"Living in that suffocating world and then taking on a different position taught her things she could never have understood before. That was probably a good change for her.<br>But there are still things she doesn’t want to accept or come to terms with. And the thought that she might now be making the children feel that same suffocating pressure hurts more than anything.<br><br>She said she hoped she could find somewhere to put all those conflicting feelings to rest.<br>Everyone, she thought, probably lives alongside other people while carrying that kind of uncertainty.",-,-
hinase2-1,キャラクターエピソード ヒナセ : 2 - 1,Character Episode ヒナセ : 2 - 1,バイクで旅した女性,The Woman Who Traveled by Motorcycle,バイクに乗って旅を続ける女性、ヒナセと再会した。<br>シノを故郷の町まで送り届けて、それからまた一人で旅を続けているらしい。<br><br>ナツノがこれまでに見聞きしたことを話しても、彼女は笑っていた。その独特な雰囲気に、なんだか安心してしまう。,"I reunited with Hinase, the woman who continues traveling by motorcycle.<br>Apparently, after taking Shino back to her hometown, she went on traveling alone again.<br><br>Even when Natsuno told her about everything she had seen and heard, she just laughed. Somehow, her unique presence made me feel at ease.",燃料を探す,Search for fuel
hinase2-2,キャラクターエピソード ヒナセ : 2 - 2,Character Episode ヒナセ : 2 - 2,バイクで旅した女性,The Woman Who Traveled by Motorcycle,シノと喧嘩をしたのだと彼女は語った。<br>シノ自身思い悩んで、自分の気持ちの整理がつかないところに、あれやこれや訊いてしまった。どうして気になるのかと問われて、でも彼女は何も答えられなかった。<br><br>どうして知りたいのか──言葉にすることができない自分の気持ちのことを、彼女はずっと考えている。,"She said she had argued with Shino.<br>Shino herself had been struggling to sort out her feelings, and Hinase kept asking her questions about this and that. When Shino asked why she cared so much, Hinase couldn’t answer.<br><br>Why did she want to know? She kept thinking about feelings she couldn’t put into words.",燃料を探す,Search for fuel
hinase2-3,キャラクターエピソード ヒナセ : 2 - 3,Character Episode ヒナセ : 2 - 3,バイクで旅した女性,The Woman Who Traveled by Motorcycle,旅をする人々と話をして、彼女はまた考える。<br>誰かと話をすることで気づくことがある。普段の自分の考えは曖昧でかたちがないけれど、誰かと話すと、そういうものの輪郭にふと手が届いたりする。<br><br>誰かに説明するためだけではない、自分自身が納得するために、彼女は言葉を探している。,"Talking with people she met on the road made her think again.<br>Sometimes you discover things by talking to someone. Your thoughts are usually vague and shapeless, but when you talk to someone, you can sometimes reach out and finally grasp their outline.<br><br>She searches for words not just to explain herself to someone else, but so that she herself can understand.",燃料を探す,Search for fuel
hinase2-4,キャラクターエピソード ヒナセ : 2 - 4,Character Episode ヒナセ : 2 - 4,バイクで走り続ける女性,The Woman Who Keeps Riding,人との出会いを求めて、彼女はこれからも旅を続ける。<br>そして本を書く。自分のための日記ではない、誰かに読んでもらうための本。言葉を綴りながら、彼女は少しずつ自分のことを知っていく。<br><br>本を書くだなんていうと、なんだか途方もないことのように思う。でも、一文字一文字書き連ねていった先に、きっと彼女の知りたいことがあるのだろう。,"She will keep traveling, looking for encounters with other people.<br>And she will write a book. Not a diary for herself, but a book for someone else to read. As she puts words on the page, she gradually learns more about herself.<br><br>Writing a book sounds like something impossibly ambitious. But somewhere at the end of all those words, one after another, she will probably find what she wants to know.",-,-
akane2-1,キャラクターエピソード アカネ : 2 - 1,Character Episode アカネ : 2 - 1,足を失った女性,The Woman Who Lost Her Leg,再会したアカネは、左足の脛から下を失っていた。<br><br>感染し、金属の管が生えていた左足。切り落とされ、手づくりの義足になったけれど、立ち姿はむしろ以前の彼女に戻ったように思えた。感染した足を引きずっていた頃より、ずっと軽やかだった。<br><br>自分で切り落としたわけではない──あれから、彼女はどんな時間を過ごしたのだろう。,"When I met Akane again, she had lost everything below her left knee.<br><br>Her left leg, where she had been infected and a metal tube had grown out of it, had been cut off and replaced with a handmade prosthetic. Yet somehow, seeing her standing made me feel like she had returned to the way she used to be. She seemed much lighter on her feet than when she had been dragging her infected leg behind her.<br><br>She hadn’t cut it off herself—what kind of time had she lived through since then?",生き続ける,生き続ける
akane2-2,キャラクターエピソード アカネ : 2 - 2,Character Episode アカネ : 2 - 2,足を失った女性,The Woman Who Lost Her Leg,寝て起きたら、足がなくなっていた──笑いながら彼女はそう話した。<br><br>それがどんな衝撃だったのか、想像することもできない。麻酔が切れたあとの痛みと、身体の一部を失ったショックは、きっと凄まじいものだろう。<br>人の足を切り落とす手術を一人でこなしたというその女性の心境も、察するに余りある。<br><br>それでも今は笑って、その人に出会えてよかったと、彼女は言う。,"“I went to sleep, and when I woke up, my leg was gone,” she said with a laugh.<br><br>I can’t even imagine what kind of shock that must have been. The pain after the anesthesia wore off, and the shock of losing part of your body, must have been overwhelming.<br>The woman who had to perform surgery to cut off a human leg all by herself must have gone through something beyond comprehension as well.<br><br>Even so, she can laugh about it now, and says she is glad she met that woman.",生き続ける,生き続ける
akane2-3,キャラクターエピソード アカネ : 2 - 3,Character Episode アカネ : 2 - 3,生き続けるということ,What It Means to Keep Living,感染した足を失って、生き続けていること。<br>彼女が生きていること、それ自体が、誰かの希望になるかもしれない。<br><br>感染した足を調べても何もわからなかった。でも、だからってできることがないわけでもない。感染した部分を切除することで、命を繋ぐことができるかもしれない。彼女は自分が生き続けることで、それを証明しようとしている。<br><br>暗闇を歩き続けるような日々の中で、彼女は希望を見出している。,"She lost her infected leg, and she is still alive.<br>Her being alive might itself become someone else’s hope.<br><br>Examining the infected leg didn’t reveal anything. But that doesn’t mean there is nothing we can do. Removing the infected part might be enough to save a life. By continuing to live, she is trying to prove that.<br><br>In days that feel like walking through darkness, she has found hope.",生き続ける,生き続ける
akane2-4,キャラクターエピソード アカネ : 2 - 4,Character Episode アカネ : 2 - 4,生き続けるということ,What It Means to Keep Living,誰かの希望になるために、彼女は旅立った。<br><br>行く先で、彼女はたくさんの人々と出会うだろう。感染して、でもまだ意識のある人。彼女と同じように身体の一部を切り落とした人。彼女を救った女性がそうだったみたいに、思いもよらない出会いが新しい希望になるかもしれない。<br><br>彼女が生き続ける限り、誰かの希望になる。<br>そしてそれが、彼女自身の希望でもある。,"She set out to become someone’s hope.<br><br>Along the way, she will meet many people. People who have been infected but are still conscious. People who, like her, have had part of their bodies removed. Just as the woman who saved her did, an unexpected encounter might become a new source of hope.<br><br>As long as she keeps living, she can be someone’s hope.<br>And that, in turn, is her own hope.",-,-
itsuka2-1,キャラクターエピソード イツカ : 2 - 1,Character Episode イツカ : 2 - 1,旅から戻った少女,The Girl Who Returned from Her Journey,祖母と同じ名前の人を探しに行く──そう言って旅立ったイツカが、戻ってきた。<br><br>山の中の村で、彼女はその少女に会えたらしい。彼女は奇妙な雰囲気をもっていて、村の人々は彼女を信仰していた。彼女と話してみて、普通ではないとわかった。<br><br>彼女と話していると、寂しさから解放される気がする──イツカはそう言った。,"Itsuka set out to find someone with the same name as her grandmother—and now she has returned.<br><br>Apparently, she met that girl in a village in the mountains. The girl had a strange presence, and the villagers worshipped her. After talking to her, Itsuka realized that she was far from ordinary.<br><br>Talking to her made Itsuka feel as though she could be free of her loneliness.",旅を続ける,Continue the journey
itsuka2-2,キャラクターエピソード イツカ : 2 - 2,Character Episode イツカ : 2 - 2,旅から戻った少女,The Girl Who Returned from Her Journey,彼女には、「寂しさ」を解消するちからがあるのかもしれない。彼女と話をすると身体の変容が止まったという噂さえ聞く。<br>彼女はご神託を受けたと言っているようだけれど、もしそうなら、本当にこの世界の救世主なのかもしれない。<br><br>けれどもイツカは彼女の話を受け入れられなかった。彼女もまた、イツカの体験してきたことを否定した。<br><br>それぞれが別々のものを信じている、イツカはそう言い、肩を落とした。,"She might have the power to ease “loneliness.” There were even rumors that talking to her could stop people’s bodies from changing.<br>She apparently claimed to have received a divine revelation, and if that was true, she might really be the savior of this world.<br><br>But Itsuka couldn’t accept what she said. And the girl also rejected what Itsuka had experienced.<br><br>“We each believe in different things,” Itsuka said, lowering her shoulders.",旅を続ける,Continue the journey
itsuka2-3,キャラクターエピソード イツカ : 2 - 3,Character Episode イツカ : 2 - 3,旅から戻った少女,The Girl Who Returned from Her Journey,ナツノがたどり着いた結論も、あの村で少女が語ったご神託も、真実かもしれないし、そうではないかもしれない。<br>けれど重要なのは、誰が何を信じているのか、ということなのかもしれない。ナツノと少女は、それぞれ別々のものを信じている。<br><br>イツカはナツノの結論を受け入れられず、少女の言うご神託も信じられなかった。自分が声を聞いたことには、何か意味があるのだと思いたい。<br><br>でも、時間が解決してくれるのかもしれないと彼女は言う。,"The conclusion Natsuno reached and the divine revelation the girl spoke of in that village might both be true, or neither might be.<br>But perhaps what matters is who believes what. Natsuno and the girl each believe in something different.<br><br>Itsuka couldn’t accept Natsuno’s conclusion, and she couldn’t believe the girl’s revelation either. She wants to believe that there was some meaning behind hearing that voice.<br><br>But maybe time will resolve it, she said.",旅を続ける,Continue the journey
itsuka2-4,キャラクターエピソード イツカ : 2 - 4,Character Episode イツカ : 2 - 4,旅に出る少女,The Girl Who Sets Out on a Journey,人の数だけ、真実がある。<br>信じていることが違ったりしても、ともに生きていけないわけでもない。何を信じていいかわからなくなることがあるかもしれないけれど、そんなのは失恋と同じで、時間が解決してくれるだろう。<br><br>そういう時間が流れ去るのを待つために、そしていろんなものを見るために、イツカは旅に出る。彼女には彼女の真実があるだろう。それはたぶん、ナツノとも、あの村の少女とも違う。<br><br>それでもまたどこかで会おうと、二人は約束をした。,"There are as many truths as there are people.<br>Even if people believe different things, that doesn’t mean they can’t live together. Sometimes you may no longer know what to believe, but perhaps time will resolve it, just as it does with heartbreak.<br><br>Itsuka sets out on a journey to wait for that time to pass, and to see all kinds of things. She will have a truth of her own. It will probably be different from Natsuno’s, and different from the truth of the girl in that village.<br><br>Even so, the two promised that they would meet again somewhere someday.",-,-
meguru2-1,キャラクターエピソード メグル : 2 - 1,Character Episode メグル : 2 - 1,妹と出会った少女,The Girl Who Met Her Sister,再会したメグルは、小さな子供と一緒だった。<br>亡くなった母親が連れていた、妹なのだという。メグルと父親のもとを離れた母親が、新しい恋人とつくった子供。妹がいたという事実に驚き、知らなかったことを悲しいと思う。<br><br>けれども彼女が妹を見る目は優しく、あたたかい。,"When I reunited with Meguru, she was with a small child.<br>Apparently, the child was her younger sister, who had been with their late mother. Her mother had left Meguru and her father and had a child with a new partner. She was shocked to learn she had a sister, and saddened that she had never known.<br><br>Even so, the way she looked at her little sister was gentle and warm.",旅を続ける,Continue the journey
meguru2-2,キャラクターエピソード メグル : 2 - 2,Character Episode メグル : 2 - 2,妹と出会った少女,The Girl Who Met Her Sister,母親が死んで悲しい。でも、悲しいのは死んで会えなくなったことだけではない。<br><br>彼女の母親は、これから先、新しい何かに出会うことはない。娘の成長を見ることはないし、新しい趣味を見つけることもない。生きている間は、未来にどんな可能性だってあったんだと思う。けれど死んでしまって、すでにすべてが決まった過去の存在になってしまった。<br><br>それが何より悲しいと彼女は言う。,"She is sad that her mother died. But it isn’t only because she can no longer see her.<br><br>Her mother will never encounter anything new again. She won’t see her daughter grow up, or discover a new hobby. While she was alive, the future held every possible possibility. But after death, everything has become a fixed past.<br><br>That, she said, was what made her saddest of all.",旅を続ける,Continue the journey
meguru2-3,キャラクターエピソード メグル : 2 - 3,Character Episode メグル : 2 - 3,妹と出会った少女,The Girl Who Met Her Sister,妹に画用紙とクレヨンを渡してみる。<br>すると思うとは、楽しそうに絵を描き始めた。<br><br>そういう日常の一つひとつを、メグルは穏やかに受け入れらているように見えた。妹を見ていると、母親のことを思い出す。そして、自分もその母親の子なんだと実感する。<br><br>そんな彼女の弱音が減って、なんだか少し、寂しかった。,"Meguru gave her little sister drawing paper and crayons.<br>She started drawing happily, just as Meguru expected.<br><br>Meguru seemed to be calmly accepting each of those little pieces of everyday life. Looking at her sister reminded her of her mother. And she realized that she, too, was her mother’s daughter.<br><br>She complained less after that, and somehow, I felt a little lonely.",旅を続ける,Continue the journey
meguru2-4,キャラクターエピソード メグル : 2 - 4,Character Episode メグル : 2 - 4,これからを生きる少女,The Girl Who Will Live On,妹と出会って、彼女は変わった。<br><br>とても特別なことのようで、でも、本当はなんでもないのかもしれない。劇的な何かがなくても、人は変わっていく。変わっていくだけのゆとりと時間が、彼女たちにはある。<br><br>ナツノだって、これから変わっていくだろう。<br>未来はまだ決まっていなくて、どんな可能性だってある。,"Meeting her little sister changed her.<br><br>It seemed like something very special, but maybe it really wasn’t. People change even without anything dramatic happening. They have the time and room to change.<br><br>Natsuno will change too, from here on.<br>The future hasn’t been decided yet, and every possibility is still open.",-,-
-,,,,,,,,
baseCamp0-1,キャンプ地,キャンプ地,小さな町の空き地,Vacant Lot in a Small Town,{0}回目のキャンプ地。<br><br>静かな町角の空き地。<br>空っぽになった町は静けさの中にある。真冬の早朝みたいに。それでも、耳を澄ませばときどき誰かの足音がして、息遣いが聞こえる。<br><br>辺りには、アパートや小さな商店、ホテル、学校がある。,"Camp #{0}.<br><br>A vacant lot on a quiet street in a small town.<br>The empty town lies in silence, like the early morning on the coldest day of winter. Even so, if you listen carefully, sometimes you can hear someone’s footsteps, or the sound of breathing.<br><br>There are apartments, small shops, a hotel, and a school nearby.",旅を続ける,Continue the journey
baseCamp1-1,キャンプ地,キャンプ地,都会の駐車場,City Parking Lot,{0}回目のキャンプ地。<br><br>大きな街の駐車場。<br>背の高いビルに囲まれているせいか、ときどき強い風が吹く。都会を吹く風はちょっと怖い。この高い高いビルが倒れてきそうで。そんなことあり得ないって、わかっていても。<br><br>辺りには、商店やオフィスビル、図書館がある。,"Camp #{0}.<br><br>A parking lot in a large city.<br>Perhaps because it is surrounded by tall buildings, strong winds sometimes blow through. The wind in the city is a little frightening. It makes me feel like these towering buildings might come crashing down. Even though I know that can’t happen.<br><br>There are shops, office buildings, and a library nearby.",旅を続ける,Continue the journey
baseCamp2-1,キャンプ地,キャンプ地,森の中のキャンプサイト,Campsite in the Forest,{0}回目のキャンプ地。<br><br>森の浅いところに広がるキャンプ場。<br>空気がおいしい。こんな世界になって、空気も川の水もずいぶんきれいになったかもしれない。それでもやっぱり、森の中は一味違う。<br><br>辺りには、小屋や屋敷、ほかのキャンプ場がある。,"Camp #{0}.<br><br>A campsite spreading through the edge of a forest.<br>The air tastes good. Maybe the air and river water have become much cleaner since the world became like this. Even so, the forest still feels different.<br><br>There are cabins, estates, and other campsites nearby.",旅を続ける,Continue the journey
baseCamp3-1,キャンプ地,キャンプ地,郊外の大きな公園,Large Park on the Outskirts,{0}回目のキャンプ地。<br><br>街の外にある大きな公園。<br>きっと以前はたくさんの家族連れで賑わっていただろう。人が消えてこんなに静かなところもなかなかない。いつかすべて元どおりになる──そう思っていた頃が懐かしい。<br><br>辺りには、ホテルやホームセンター、工場がある。,"Camp #{0}.<br><br>A large park outside the city.<br>It must once have been crowded with families. It’s hard to find many places this quiet after everyone has disappeared. I remember when I used to think that someday everything would return to normal.<br><br>There are hotels, home improvement stores, and factories nearby.",旅を続ける,Continue the journey
baseCamp4-1,キャンプ地,キャンプ地,村の外れの草原,Grassland on the Edge of a Village,{0}回目のキャンプ地。<br><br>小さな村の外れにある開けた草原。<br>ここから見渡せる村にも、きっと生き残った人はいないだろう。いつの間にか期待さえしなくなった。そのことをちょっとだけ悲しいと思う。この悲しさは、どうか、失わないでいたい。<br><br>辺りには、小さな村や屋敷、アパートがある。,"Camp #{0}.<br><br>An open field on the edge of a small village.<br>There probably aren’t any survivors left in the village visible from here. At some point, I stopped even hoping. I’m a little sad about that. I hope I never lose that sadness.<br><br>There are a small village, estates, and apartments nearby.",旅を続ける,Continue the journey
baseCamp5-1,キャンプ地,キャンプ地,山の中腹の駐車場,Parking Lot on the Mountain,{0}回目のキャンプ地。<br><br>山を少し登ったところにある駐車場。<br>もともと何をする人たちが使っていたのだろう。近くに登山口でもあるのだろうか。ときどきこうして、何に使っていたのかわからない場所や道具を見かけるけれど、どうして、と問える相手はいつもいない。<br><br>辺りには、小屋やキャンプ場、遊園地がある。,"Camp #{0}.<br><br>A parking lot partway up a mountain.<br>I wonder who used to come here, and what for. Maybe there’s a hiking trail nearby. Sometimes I come across places or things like this and have no idea what they were used for, but there is never anyone left to ask why.<br><br>There are cabins, campsites, and an amusement park nearby.",旅を続ける,Continue the journey
baseCamp6-1,キャンプ地,キャンプ地,海辺のキャンプサイト,Seaside Campsite,{0}回目のキャンプ地。<br><br>海辺に広がるキャンプサイト。<br>潮風が気持ちいい。広い砂浜と、そこから連なる芝生の広場には障害物の一つもなく、風が真っ直ぐに抜けていく。<br><br>辺りには、砂浜や工場、博物館がある。,"Camp #{0}.<br><br>A campsite stretching along the seaside.<br>The sea breeze feels nice. There isn’t a single obstacle on the wide beach or the grassy field beyond it, so the wind blows straight through.<br><br>There are a beach, a factory, and a museum nearby.",旅を続ける,Continue the journey
baseCamp7-1,キャンプ地,キャンプ地,線路沿いのキャンプサイト,Campsite by the Railroad,{0}回目のキャンプ地。<br><br>線路沿いの空き地。<br>何かを取り壊した跡だろうか。それとも、これから何か建てるつもりだったのだろうか。今はただ、緑に呑まれるがまま。<br><br>辺りには、地下道、飲食店、駅がある。,"Camp #{0}.<br><br>A vacant lot beside the railroad tracks.<br>Was something torn down here? Or was something supposed to be built? For now, it is simply being swallowed up by greenery.<br><br>There are an underpass, restaurants, and a station nearby.",旅を続ける,Continue the journey
-,,,,,,,,
dummy,-,-,-,-,-,-,-,-
-,,,,,,,,
